Tên khách hàng,Mã số thuế,Địa chỉ,Người liên hệ,Điện thoại,Email,Chức vụ,Ghi chú
"MITSUBISHI ELECTRIC VIETNAM CO., LTD",,"11th & 12th Floor, Viettel Tower B, 285 Cach Mang Thang 8 Street, Hoa Hung Ward, Ho Chi Minh City, Vietnam",Ngọc Hân,+84 888 286 338,,BA - Procurement Department,www.mitsubishi-electric.vn
